subject,gene,annotation,group
VFG037170(gb|WP_001081754), (plc1, phospholipase C [Phospholipase C (VF0470, - Exotoxin (VFC0235
VFG027123(gb|YP_007956929), (phoP, Possible two component system response transcriptional positive regulator PhoP [PhoP (VF0286, - Regulation (VFC0301
VFG027131(gb|WP_015309447), (phoP, Possible two component system response transcriptional positive regulator PhoP [PhoP (VF0286, - Regulation (VFC0301
VFG027132(gb|WP_005064129), (phoR, Possible two component system response sensor kinase membrane associated PhoR [PhoP (VF0286, - Regulation (VFC0301
VFG027133(gb|WP_015287911), (phoR, Possible two component system response sensor kinase membrane associated PhoR [PhoP (VF0286, - Regulation (VFC0301
VFG027135(gb|WP_015289263), (phoR, Possible two component system response sensor kinase membrane associated PhoR [PhoP (VF0286, - Regulation (VFC0301
VFG027136(gb|WP_015292432), (phoR, Possible two component system response sensor kinase membrane associated PhoR [PhoP (VF0286, - Regulation (VFC0301
VFG027137(gb|WP_015357321), (phoR, Possible two component system response sensor kinase membrane associated PhoR [PhoP (VF0286, - Regulation (VFC0301
VFG027142(gb|YP_007960665), (phoR, Possible two component system response sensor kinase membrane associated PhoR [PhoP (VF0286, - Regulation (VFC0301
VFG027147(gb|YP_007956930), (phoR, Possible two component system response sensor kinase membrane associated PhoR [PhoP (VF0286, - Regulation (VFC0301
VFG027151(gb|YP_005922066), (phoR, Possible two component system response sensor kinase membrane associated PhoR [PhoP (VF0286, - Regulation (VFC0301
VFG027154(gb|WP_020821555), (phoR, Possible two component system response sensor kinase membrane associated PhoR [PhoP (VF0286, - Regulation (VFC0301
VFG027156(gb|WP_085976583), (phoR, Possible two component system response sensor kinase membrane associated PhoR [PhoP (VF0286, - Regulation (VFC0301
VFG027172(gb|YP_007957056), (prrA, two component response transcriptional regulatory protein PRRA [PrrA/B (VF0823, - Regulation (VFC0301
VFG027175(gb|YP_005359605), (prrA, two component response transcriptional regulatory protein PRRA [PrrA/B (VF0823, - Regulation (VFC0301
VFG027180(gb|WP_198345124), (prrA, response regulator transcription factor [PrrA/B (VF0823, - Regulation (VFC0301
VFG027181(gb|WP_005092753), (prrB, HAMP domain-containing histidine kinase [PrrA/B (VF0823, - Regulation (VFC0301
VFG027184(gb|WP_015289381), (prrB, two-component system sensor histidine kinase PrrB [PrrA/B (VF0823, - Regulation (VFC0301
VFG027186(gb|WP_041299634), (prrB, two-component system sensor histidine kinase PrrB [PrrA/B (VF0823, - Regulation (VFC0301
VFG027195(gb|YP_007957055), (prrB, sensor histidine kinase [PrrA/B (VF0823, - Regulation (VFC0301
VFG027203(gb|WP_015632690), (prrB, HAMP domain-containing histidine kinase [PrrA/B (VF0823, - Regulation (VFC0301
VFG027204(gb|WP_015309198), (prrB, HAMP domain-containing histidine kinase [PrrA/B (VF0823, - Regulation (VFC0301
VFG027205(gb|WP_005098722), (mprA, response regulator transcription factor [MprAB (VF0298, - Regulation (VFC0301
VFG027208(gb|WP_041181419), (mprA, two-component system response regulator MprA [MprAB (VF0298, - Regulation (VFC0301
VFG027211(gb|WP_005063392), (mprA, response regulator transcription factor [MprAB (VF0298, - Regulation (VFC0301
VFG027215(gb|YP_007960876), (mprA, response regulator mprA [MprAB (VF0298, - Regulation (VFC0301
VFG027220(gb|YP_007957122), (mprA, response regulator mprA [MprAB (VF0298, - Regulation (VFC0301
VFG027229(gb|WP_041312672), (mprA, response regulator transcription factor [MprAB (VF0298, - Regulation (VFC0301
VFG027230(gb|WP_005063389), (mprB, HAMP domain-containing histidine kinase [MprAB (VF0298, - Regulation (VFC0301
VFG027234(gb|WP_015292586), (mprB, two-component system sensor histidine kinase MprB [MprAB (VF0298, - Regulation (VFC0301
VFG027236(gb|WP_014850324), (mprB, HAMP domain-containing histidine kinase [MprAB (VF0298, - Regulation (VFC0301
VFG027245(gb|YP_007957124), (mprB, signal transduction histidine-protein kinase/phosphatase mprB [MprAB (VF0298, - Regulation (VFC0301
VFG027248(gb|YP_005359673), (mprB, two component system sensor kinase mprB [MprAB (VF0298, - Regulation (VFC0301
VFG027254(gb|WP_015309037), (mprB, HAMP domain-containing histidine kinase [MprAB (VF0298, - Regulation (VFC0301
VFG027255(gb|WP_005061475), (devR/dosR, response regulator transcription factor [DevRS (VF0317, - Regulation (VFC0301
VFG027258(gb|WP_015291223), (devR/dosR, two-component system response regulator DevR [DevRS (VF0317, - Regulation (VFC0301
VFG027265(gb|YP_007963009), (devR/dosR, two component transcriptional regulatoryprotein [DevRS (VF0317, - Regulation (VFC0301
VFG027270(gb|YP_007959134), (devR/dosR, Two component transcriptional regulatory protein DevR [DevRS (VF0317, - Regulation (VFC0301
VFG027273(gb|YP_005361686), (devR/dosR, two component transcriptional regulator [DevRS (VF0317, - Regulation (VFC0301
VFG027279(gb|WP_005061473), (devS, GAF domain-containing sensor histidine kinase [DevRS (VF0317, - Regulation (VFC0301
VFG027280(gb|WP_015288463), (devS, two-component system sensor histidine kinase DevS [DevRS (VF0317, - Regulation (VFC0301
VFG027282(gb|WP_015291222), (devS, two-component system sensor histidine kinase DevS [DevRS (VF0317, - Regulation (VFC0301
VFG027283(gb|WP_015294205), (devS, two-component system sensor histidine kinase DevS [DevRS (VF0317, - Regulation (VFC0301
VFG027284(gb|WP_085981908), (devS, GAF domain-containing sensor histidine kinase [DevRS (VF0317, - Regulation (VFC0301
VFG027297(gb|YP_005924257), (devS, two component sensor histidine kinase DEVS [DevRS (VF0317, - Regulation (VFC0301
VFG027300(gb|WP_087139899), (devS, GAF domain-containing sensor histidine kinase [DevRS (VF0317, - Regulation (VFC0301
VFG027302(gb|WP_005057565), (relA, Probable GTP pyrophosphokinase RelA (ATP:GTP 3'-pyrophosphotransferase, (PPGPP synthetase I
VFG027305(gb|WP_015290797), (relA, Probable GTP pyrophosphokinase RelA (ATP:GTP 3'-pyrophosphotransferase, (PPGPP synthetase I
VFG027306(gb|WP_015293800), (relA, Probable GTP pyrophosphokinase RelA (ATP:GTP 3'-pyrophosphotransferase, (PPGPP synthetase I
VFG027307(gb|WP_015355865), (relA, Probable GTP pyrophosphokinase RelA (ATP:GTP 3'-pyrophosphotransferase, (PPGPP synthetase I
VFG027322(gb|WP_015306641), (relA, Probable GTP pyrophosphokinase RelA (ATP:GTP 3'-pyrophosphotransferase, (PPGPP synthetase I
VFG027324(gb|WP_015302426), (mce1A, MCE family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027326(gb|WP_015291941), (mce1A, MCE family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027327(gb|WP_015354179), (mce1A, MCE family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027336(gb|YP_007956374), (mce1A, virulence factor [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027339(gb|YP_005358917), (mce1A, virulence factor [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027343(gb|WP_020823822), (mce1A, MCE family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027345(gb|WP_015304140), (mce1A, MCE family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027348(gb|WP_015288828), (mce1B, virulence factor Mce family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027349(gb|WP_015291942), (mce1B, virulence factor Mce family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027350(gb|WP_015354180), (mce1B, virulence factor Mce family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027362(gb|YP_005358918), (mce1B, MCE-family protein mce1B [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027363(gb|YP_005921532), (mce1B, MCE-family protein mce1B [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027368(gb|WP_015304141), (mce1B, MCE family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027373(gb|WP_015354181), (mce1C, MCE family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027376(gb|WP_015574895), (mce1C, MCE family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027377(gb|YP_007960065), (mce1C, virulence factor mce family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027382(gb|YP_007956377), (mce1C, hypothetical protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027385(gb|YP_005358919), (mce1C, MCE-family protein mce1C [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027389(gb|WP_020823821), (mce1C, MCE family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027391(gb|WP_015304142), (mce1C, MCE family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027395(gb|WP_015291943), (mce1D, virulence factor Mce family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027396(gb|WP_015354182), (mce1D, virulence factor Mce family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027399(gb|WP_003911067), (mce1D, virulence factor Mce family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027405(gb|YP_007956378), (mce1D, MCE-family protein MCE1D [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027409(gb|YP_005921534), (mce1D, MCE-family protein MCE1D [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027412(gb|WP_020823820), (mce1D, virulence factor Mce family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027413(gb|WP_015632564), (mce1D, virulence factor Mce family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027414(gb|WP_015304143), (mce1D, virulence factor Mce family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027416(gb|WP_015302427), (mce1E, virulence factor Mce family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027418(gb|WP_015291944), (mce1E, virulence factor Mce family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027419(gb|WP_041299899), (mce1E, virulence factor Mce family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027431(gb|YP_005921535), (mce1E, MCE-family lipoprotein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027434(gb|WP_036455308), (mce1E, virulence factor Mce family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027436(gb|WP_015304144), (mce1E, virulence factor Mce family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027438(gb|WP_015302428), (mce1F, MCE family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027446(gb|WP_014585015), (mce1F, MCE family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027450(gb|YP_007956379), (mce1F, virulence factor mce family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027459(gb|WP_015304145), (mce1F, MCE family protein [Mce1 (VF0824, - Nutritional/Metabolic factor (VFC0272
VFG027460(gb|WP_015287864), (mce2A, MCE family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027472(gb|YP_007956770), (mce2A, hypothetical protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027479(gb|WP_003873597), (mce2A, MCE family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027481(gb|WP_015292287), (mce2B, MCE family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027482(gb|WP_015289167), (mce2B, MCE family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027494(gb|YP_005359307), (mce2B, MCE-family protein mce2B [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027495(gb|YP_005921901), (mce2B, MCE-family protein mce2B [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027499(gb|WP_015287865), (mce2C, virulence factor Mce family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027500(gb|WP_015302610), (mce2C, virulence factor Mce family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027501(gb|WP_015289168), (mce2C, virulence factor Mce family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027502(gb|WP_015292288), (mce2C, virulence factor Mce family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027511(gb|YP_007956774), (mce2C, virulence factor Mce family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027519(gb|WP_015287866), (mce2D, virulence factor Mce family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027520(gb|WP_015302611), (mce2D, virulence factor Mce family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027521(gb|WP_015289169), (mce2D, virulence factor Mce family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027522(gb|WP_015292289), (mce2D, virulence factor Mce family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027526(gb|YP_007960500), (mce2D, MCE-family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027531(gb|YP_007956775), (mce2D, virulence factor Mce family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027535(gb|YP_005921904), (mce2D, hypothetical protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027538(gb|WP_003873594), (mce2D, virulence factor Mce family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027539(gb|WP_052627343), (mce2E, virulence factor Mce family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027540(gb|WP_193787346), (mce2E, virulence factor Mce family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027541(gb|WP_193787329), (mce2E, virulence factor Mce family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027542(gb|WP_193787444), (mce2E, virulence factor Mce family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027551(gb|YP_007956776), (mce2E, MCE-family lipoprotein lprL (MCE-family lipoprotein mce2e, [Mce2 (VF0825
VFG027560(gb|WP_015302613), (mce2F, MCE family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027561(gb|WP_015289171), (mce2F, MCE family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027562(gb|WP_015292291), (mce2F, MCE family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027565(gb|WP_003905349), (mce2F, MCE family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027570(gb|YP_007956777), (mce2F, MCE-family protein mce2F [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027574(gb|YP_005921906), (mce2F, virulence factor mce family protein [Mce2 (VF0825, - Immune modulation (VFC0258
VFG027579(gb|WP_015303307), (mce3A, MCE family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027580(gb|WP_015290287), (mce3A, MCE family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027581(gb|WP_015293319), (mce3A, MCE family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027582(gb|WP_015355622), (mce3A, MCE family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027583(gb|WP_015356674), (mce3A, MCE family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027584(gb|WP_003901299), (mce3A, MCE family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027585(gb|YP_007961843), (mce3A, MCE-family protein mce3A [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027590(gb|YP_007958022), (mce3A, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027597(gb|WP_015308482), (mce3A, MCE family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027599(gb|WP_015303308), (mce3B, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027600(gb|WP_015290288), (mce3B, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027601(gb|WP_015293320), (mce3B, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027602(gb|WP_015355623), (mce3B, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027603(gb|WP_015356675), (mce3B, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027610(gb|YP_007958023), (mce3B, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027613(gb|YP_005360592), (mce3B, MCE-family protein mce3B [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027618(gb|WP_015308481), (mce3B, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027620(gb|WP_015303309), (mce3C, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027621(gb|WP_015290289), (mce3C, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027623(gb|WP_020787344), (mce3C, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027624(gb|WP_015356676), (mce3C, MCE family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027626(gb|YP_007961845), (mce3C, virulence factor mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027633(gb|YP_005360593), (mce3C, virulence factor mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027637(gb|WP_015308480), (mce3C, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027639(gb|WP_015303310), (mce3D, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027640(gb|WP_015290290), (mce3D, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027641(gb|WP_015293321), (mce3D, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027642(gb|WP_015355625), (mce3D, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027643(gb|WP_015356677), (mce3D, MCE family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027644(gb|WP_015575135), (mce3D, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027645(gb|YP_007961848), (mce3D, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027650(gb|YP_007958024), (mce3D, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027657(gb|WP_015308479), (mce3D, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027659(gb|WP_015303311), (mce3E, Mce family lipoprotein LprM [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027662(gb|WP_015355626), (mce3E, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027663(gb|WP_015356678), (mce3E, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027665(gb|YP_007961849), (mce3E, MCE-family lipoprotein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027670(gb|YP_007958025), (mce3E, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027674(gb|YP_005923200), (mce3E, MCE-family lipoprotein mce3E [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027678(gb|WP_198345110), (mce3E, virulence factor Mce family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027680(gb|WP_015303312), (mce3F, MCE family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027681(gb|WP_015290291), (mce3F, MCE family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027683(gb|WP_015355627), (mce3F, MCE family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027684(gb|WP_015356679), (mce3F, MCE family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027686(gb|YP_007961850), (mce3F, MCE-family protein [Mce3 (VF0826, - Immune modulation (VFC0258
VFG027693(gb|YP_005923201), (mce3F, MCE-family protein MCE3F [Mce3 (VF0826, - Immune modulation (VFC0258
